Config: 
--------------------------------------------
leader L16 of team T8 discovered at 37030.000000 that M151 is in danger (after 11217ms proces-to-process, 10758ms node-to-node, 12hops, 1versions (11 first, 12 discovered)
leader L26 of team T13 discovered at 32801.000000 that M236 is in danger (after 8349ms proces-to-process, 7550ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L26 of team T13 discovered at 25163.000000 that M237 is in danger (after 8734ms proces-to-process, 8331ms node-to-node, 4hops, 0versions (7 first, 7 discovered)
leader L26 of team T13 discovered at 20094.000000 that M239 is in danger (after 3247ms proces-to-process, 2614ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L26 of team T13 discovered at 34751.000000 that M255 is in danger (after 10000ms proces-to-process, 9255ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L26 of team T13 discovered at 34751.000000 that M249 is in danger (after 7895ms proces-to-process, 6323ms node-to-node, 1hops, 2versions (12 first, 14 discovered)
leader L26 of team T13 discovered at 32313.000000 that M248 is in danger (after 4372ms proces-to-process, 4003ms node-to-node, 1hops, 0versions (13 first, 13 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=13438.053903, min=495, max=43680, median=11748
Node-2-node response time: avg=11866.349442, min=20, max=42745, median=10349
Hops: avg=5.066914, min=1, max=15, median=5
Process-2-process response time / 1 hop: avg=3427.260223, min=404, max=20647, median=2646
Node-2-node response time / 1 hop: avg=2897.144981, min=20, max=19098, median=2247
Version difference: avg=2.050186, min=0, max=13, median=1
Ratio of leader discoveries: 538 of 582 (92.439863%)
Ratio of discoveries regardless the number of leaders: 281 of 291 (96.563574%)
