Config: 
--------------------------------------------
leader L16 of team T8 discovered at 57247.000000 that M150 is in danger (after 36058ms proces-to-process, 35774ms node-to-node, 2hops, 11versions (10 first, 21 discovered)
leader L26 of team T13 discovered at 27954.000000 that M241 is in danger (after 7905ms proces-to-process, 6462ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L26 of team T13 discovered at 26327.000000 that M240 is in danger (after 10238ms proces-to-process, 8283ms node-to-node, 9hops, 1versions (8 first, 9 discovered)
leader L26 of team T13 discovered at 33088.000000 that M243 is in danger (after 3373ms proces-to-process, 2613ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L26 of team T13 discovered at 23532.000000 that M237 is in danger (after 7103ms proces-to-process, 6668ms node-to-node, 8hops, 1versions (7 first, 8 discovered)
leader L26 of team T13 discovered at 24984.000000 that M238 is in danger (after 6009ms proces-to-process, 5503ms node-to-node, 4hops, 1versions (8 first, 9 discovered)
leader L26 of team T13 discovered at 22495.000000 that M239 is in danger (after 5648ms proces-to-process, 5519ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L26 of team T13 discovered at 37048.000000 that M249 is in danger (after 10192ms proces-to-process, 8076ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L26 of team T13 discovered at 37525.000000 that M248 is in danger (after 9584ms proces-to-process, 9185ms node-to-node, 6hops, 1versions (13 first, 14 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=14076.889094, min=678, max=37429, median=12986
Node-2-node response time: avg=12530.682070, min=124, max=35774, median=11267
Hops: avg=5.216266, min=1, max=14, median=5
Process-2-process response time / 1 hop: avg=3620.528651, min=548, max=26706, median=2713
Node-2-node response time / 1 hop: avg=3116.035120, min=81, max=25994, median=2344
Version difference: avg=2.155268, min=0, max=15, median=1
Ratio of leader discoveries: 541 of 582 (92.955326%)
Ratio of discoveries regardless the number of leaders: 283 of 291 (97.250859%)
