Config: 
--------------------------------------------
leader L16 of team T8 discovered at 34900.000000 that M151 is in danger (after 9087ms proces-to-process, 8543ms node-to-node, 1hops, 2versions (11 first, 13 discovered)
leader L26 of team T13 discovered at 20094.000000 that M239 is in danger (after 3247ms proces-to-process, 3120ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L26 of team T13 discovered at 37048.000000 that M249 is in danger (after 10192ms proces-to-process, 8621ms node-to-node, 4hops, 3versions (12 first, 15 discovered)
leader L26 of team T13 discovered at 37048.000000 that M248 is in danger (after 9107ms proces-to-process, 8390ms node-to-node, 5hops, 1versions (13 first, 14 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=13964.827068, min=702, max=43600, median=12394
Node-2-node response time: avg=12406.283835, min=49, max=41223, median=11156
Hops: avg=5.370301, min=1, max=15, median=5
Process-2-process response time / 1 hop: avg=3379.657895, min=462, max=21348, median=2558
Node-2-node response time / 1 hop: avg=2868.142857, min=49, max=18937, median=2201
Version difference: avg=2.122180, min=0, max=15, median=1
Ratio of leader discoveries: 532 of 582 (91.408935%)
Ratio of discoveries regardless the number of leaders: 285 of 291 (97.938144%)
